nama,provinsi,kabupaten/kota,alamat,titik_koordinat,kategori,latitude,longitude
Taman Barunawati,Jawa Timur,Surabaya,Jl Perak Barat Krembangan Kota SBY Jawa Timur,"-7.2218764,112.7317878",Taman,-7.2218764,112.7317878
Taman Batara Raya,Kepulauan Riau,Batam,Taman Batara Raya Batam,"1.11436,104.08975",Taman,1.11436,104.08975
Taman BBWS Bengawan Solo,Jawa Tengah,Surakarta,Taman BBWS Bengawan Solo Surakarta,"-7.5501831,110.8194648",Taman,-7.5501831,110.8194648
Taman Bekisar,DKI Jakarta,Jakarta Timur,Taman Bekisar Jakarta Timur,"-6.2993713,106.9014275",Taman,-6.2993713,106.9014275
Taman Belibis,Sumatera Barat,Padang,Belibis Blok A,"-0.8992049,100.346696",Taman,-0.8992049,100.346696
Taman Bendo,Jawa Timur,Blitar,Jalan Mahakam,"-8.0876962,112.1593125",Taman,-8.0876962,112.1593125
Taman Beriman,Kalimantan Barat,Pontianak,Taman Beriman Pontianak,"-0.0544471,109.3464687",Taman,-0.0544471,109.3464687
Taman Bermain,Jawa Timur,Kabupaten Malang,Taman Bermain Kabupaten Malang,"-8.1679035,112.5704361",Taman,-8.1679035,112.5704361
Taman Bermain Anak,Sumatera Selatan,Banyuasin,Taman Bermain Anak Banyuasin,"-2.8032773,104.5390615",Taman,-2.8032773,104.5390615
Taman Bermain Anak Melati,Jawa Barat,Depok,Jalan Boulevard Sektor Melati,"-6.4463002,106.8332095",Taman,-6.4463002,106.8332095
Taman Bermain dan Pusat Olahraga RT GMM,Jawa Barat,Depok,l Griya Melati Mas,"-6.4485355,106.8333758",Taman,-6.4485355,106.8333758
Taman Bermain Jamuju,Jawa Barat,Depok,jamuju,"-6.38349,106.8499393",Taman,-6.38349,106.8499393
Taman Bermain Mesran,Banten,Tangerang Selatan,Taman Bermain Mesran Tangerang Selatan,"-6.2792588,106.7427027",Taman,-6.2792588,106.7427027
Taman Bermain Panenga Raya,Kalimantan Tengah,Palangka Raya,Jalan Panenga Raya I,"-2.2754366,113.9166189",Taman,-2.2754366,113.9166189
Taman Bermain Pindahan AlunAlun,Jawa Timur,Blitar,Taman Bermain Pindahan AlunAlun Blitar,"-8.0926029,112.1679563",Taman,-8.0926029,112.1679563
Taman bermain RT,Jawa Tengah,Boyolali,Taman bermain RT  Boyolali,"-7.5192553,110.5910323",Taman,-7.5192553,110.5910323
Taman Blok G,Jawa Barat,Depok,Taman Blok G Depok,"-6.4123185,106.847761",Taman,-6.4123185,106.847761
Taman BMW,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman BMW Daerah Khusus ibukota Jakarta,"-6.1262694,106.8564652",Taman,-6.1262694,106.8564652
Taman Bonse,Kalimantan Tengah,Palangka Raya,Jalan Jatayu Raya,"-2.1750528,113.8552947",Taman,-2.1750528,113.8552947
Taman Boston,Jawa Timur,Sidoarjo,Taman Boston Sidoarjo,"-7.3972058,112.7346998",Taman,-7.3972058,112.7346998
Taman BPN,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman BPN Daerah Khusus ibukota Jakarta,"-6.1703122,106.7471216",Taman,-6.1703122,106.7471216
Taman Braga,Jawa Barat,Kota Bandung,Taman Braga Kota Bandung,"-6.9198661,107.6101042",Taman,-6.9198661,107.6101042
Taman Buah Undaan,Jawa Timur,Surabaya,Jl Undaan Kulon No Peneleh Genteng Kota SBY Jawa Timur,"-7.2554208,112.7433055",Taman,-7.2554208,112.7433055
taman budaya jambu,Jambi,Jambi,taman budaya jambu Jambi,"-1.614701,103.5853664",Taman,-1.614701,103.5853664
Taman Budaya Padang,Sumatera Barat,Padang,Taman Budaya Padang Padang,"-0.9545294,100.3550934",Taman,-0.9545294,100.3550934
Taman Budaya Provinsi Sulawesi Tenggara,Sulawesi Tenggara,Kendari,Taman Budaya Provinsi Sulawesi Tenggara Kendari,"-3.9787774,122.5165853",Taman,-3.9787774,122.5165853
Taman Budaya Sentul City,Jawa Barat,Kab Bogor,Jalan Siliwangi,"-6.5842059,106.8828158",Taman,-6.5842059,106.8828158
Taman Bukit Lateri Indah,Maluku,Ambon,Taman Bukit Lateri Indah Ambon,"-3.6439003,128.2470569",Taman,-3.6439003,128.2470569
Taman Buluh Hang Tuah,Kepulauan Riau,Batam,Taman Buluh Hang Tuah Batam,"1.1055932,104.0569779",Taman,1.1055932,104.0569779
Taman Bunderan Dewandaru,Jawa Barat,Kota Cirebon,Taman Bunderan Dewandaru Kota Cirebon,"-6.7260359,108.5711259",Taman,-6.7260359,108.5711259
Taman Bunderan Tanah Tinggi,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Bunderan Tanah Tinggi Daerah Khusus ibukota Jakarta,"-6.1770576,106.8477709",Taman,-6.1770576,106.8477709
Taman Bunga,Jawa Timur,Bangkalan,Taman Bunga Bangkalan,"-7.0462282,112.7360144",Taman,-7.0462282,112.7360144
Taman Bunga Gunung Dempo,Sumatera Selatan,Pagar Alam,Taman Bunga Gunung Dempo Pagar Alam,"-4.0177885,103.1842356",Gunung,-4.0177885,103.1842356
Taman Bunga Nusantara,Jawa Barat,Cianjur,Taman Bunga Nusantara Cianjur,"-6.7277478,107.0794088",Taman,-6.7277478,107.0794088
Taman Bungur Raya,Jawa Barat,Bogor,Taman Bungur Raya Bogor,"-6.5720702,106.7811744",Taman,-6.5720702,106.7811744
Taman Bungur V,Jawa Barat,Bogor,Taman Bungur V Bogor,"-6.5726083,106.7818157",Taman,-6.5726083,106.7818157
Taman Burung Bali Bird Park,Bali,Gianyar,Taman Burung Bali Bird Park Gianyar,"-8.6111344,115.2596437",Taman,-8.6111344,115.2596437
Taman Burung Perak,Banten,Tangerang,Taman Burung Perak Tangerang,"-6.1889495,106.63842",Taman,-6.1889495,106.63842
Taman Cahaya,Jawa Timur,Surabaya,Jalan Raya Pakal Pakal Kota SBY Jawa Timur,"-7.2412255,112.6250796",Taman,-7.2412255,112.6250796
Taman Cakalang,DKI Jakarta,Jakarta Timur,Taman Cakalang Jakarta Timur,"-6.1944471,106.8928662",Taman,-6.1944471,106.8928662
Taman Candi Brawijaya Trenggalek,Jawa Timur,Trenggalek,Jalan SoekarnoHatta,"-8.0584564,111.7076455",Taman,-8.0584564,111.7076455
Taman Cattleya,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Letjen S Parman,"-6.1821551,106.7947067",Taman,-6.1821551,106.7947067
Taman Catur Untan,Kalimantan Barat,Pontianak,Taman Catur Untan Pontianak,"-0.0549841,109.3486624",Taman,-0.0549841,109.3486624
Taman Cemara,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Cemara Daerah Khusus ibukota Jakarta,"-6.2328447,106.8138419",Taman,-6.2328447,106.8138419
Taman Cerdas Nusukan,Jawa Tengah,Surakarta,Taman Cerdas Nusukan Surakarta,"-7.5446192,110.8224066",Taman,-7.5446192,110.8224066
Taman Cibeber,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Cibeber Daerah Khusus ibukota Jakarta,"-6.2342827,106.8120154",Taman,-6.2342827,106.8120154
Taman Cibulan,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Cibulan Daerah Khusus ibukota Jakarta,"-6.2410682,106.8088487",Taman,-6.2410682,106.8088487
Taman Cikapayang Dago,Jawa Barat,Kota Bandung,Jalan Ciungwanara,"-6.8985154,107.6123633",Taman,-6.8985154,107.6123633
Taman Clock Tower Bank Mandiri,Jawa Barat,Kota Cirebon,jl kantor,"-6.71829,108.5700251",Taman,-6.71829,108.5700251
Taman Cornelius Simanjuntak,DKI Jakarta,Jakarta Timur,Taman Cornelius Simanjuntak Jakarta Timur,"-6.2376831,106.8735684",Taman,-6.2376831,106.8735684
Taman Dam Oongan,Bali,Denpasar,Jalan Noja Saraswati,"-8.6323791,115.2331541",Taman,-8.6323791,115.2331541
Taman dan Hutan Kota Sangga Buana,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman dan Hutan Kota Sangga Buana Daerah Khusus ibukota Jakarta,"-6.3136081,106.7775476",Taman,-6.3136081,106.7775476
Taman dan Kolam Air Mancur Stasiun Puri,Jawa Tengah,Kecamatan Pati,Taman dan Kolam Air Mancur Stasiun Puri Kecamatan Pati,"-6.7511983,111.0263515",Pemandian,-6.7511983,111.0263515
Taman Dayu,Jawa Timur,Bangil,Taman Dayu Bangil,"-7.6885366,112.6828714",Taman,-7.6885366,112.6828714
Taman Dendengan,Sulawesi Utara,Manado,Pingkan Matindas,"1.4808929,124.8574161",Taman,1.4808929,124.8574161
TAMAN DIGULIS,Kalimantan Barat,Pontianak,TAMAN DIGULIS Pontianak,"-0.055578,109.3499319",Taman,-0.055578,109.3499319
Taman Diponegoro,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Diponegoro Daerah Khusus ibukota Jakarta,"-6.1988654,106.8465052",Taman,-6.1988654,106.8465052
Taman Dirgantara,Jawa Tengah,Desa Ngesrep,Taman Dirgantara Desa Ngesrep,"-7.5198216,110.7475049",Taman,-7.5198216,110.7475049
Taman Doa Maria Bunda Hati Kudus,Kepulauan Riau,Tanjungpinang,Taman Doa Maria Bunda Hati Kudus Tanjungpinang,"0.931404,104.4533039",Taman,0.931404,104.4533039
Taman Dolan,Jawa Timur,Kota Batu,Taman Dolan Kota Batu,"-7.8639902,112.5541118",Taman,-7.8639902,112.5541118
Taman Edel Kampung Coklat,Jawa Timur,Blitar,Taman Edel Kampung Coklat Blitar,"-8.1548106,112.1702118",Taman,-8.1548106,112.1702118
Taman Eks Pom Bensin Wijaya,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Eks Pom Bensin Wijaya  Daerah Khusus ibukota Jakarta,"-6.243185,106.8116922",Taman,-6.243185,106.8116922
Taman Ekspresi,Jawa Timur,Surabaya,Taman Ekspresi Surabaya,"-7.2572028,112.7436857",Taman,-7.2572028,112.7436857
Taman Erlangga Tengah,Jawa Tengah,Kota Semarang,Taman Erlangga Tengah Kota Semarang,"-6.9938589,110.4276066",Taman,-6.9938589,110.4276066
Taman Fasum Dian Asri,Jawa Barat,Kab Bogor,Taman Fasum Dian Asri  Kab Bogor,"-6.4617188,106.8475842",Taman,-6.4617188,106.8475842
Taman FEB Jaya UNS,Jawa Tengah,Surakarta,Taman FEB Jaya UNS Surakarta,"-7.5589618,110.8545312",Taman,-7.5589618,110.8545312
Taman Flora,Jawa Timur,Surabaya,Jalan Raya Manyar,"-7.2956159,112.7617608",Taman,-7.2956159,112.7617608
Taman Gading Grande,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Gading Grande Daerah Khusus ibukota Jakarta,"-6.1597712,106.9162694",Taman,-6.1597712,106.9162694
Taman gajah,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman gajah Daerah Khusus ibukota Jakarta,"-6.254437,106.8017407",Taman,-6.254437,106.8017407
Taman Gandaria Tengah,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Gandaria Tengah II,"-6.2448769,106.7900317",Taman,-6.2448769,106.7900317
Taman Gaya,Jawa Barat,Kota Bandung,Taman Gaya Kota Bandung,"-6.8810174,107.5989885",Taman,-6.8810174,107.5989885
Taman Gending Asri,Jawa Tengah,Pekalongan,Taman Gending Asri Pekalongan,"-6.9658093,109.6493134",Taman,-6.9658093,109.6493134
Taman Getsemani,Sumatera Utara,Samosir,Jalan Raya Ambarita,"2.6932995,98.8181854",Taman,2.6932995,98.8181854
Taman Gligi,Jawa Timur,Madiun,Taman Gligi Madiun,"-7.7419603,111.6764804",Taman,-7.7419603,111.6764804
Taman Godbless Manado,Sulawesi Utara,Manado,Taman Godbless Manado Manado,"1.4670432,124.8294855",Taman,1.4670432,124.8294855
Taman Golf Residence,Kepulauan Riau,Batam,Taman Golf Residence Batam,"1.0923669,104.0331875",Taman,1.0923669,104.0331875
Taman GPH,Jawa Timur,Sidoarjo,Taman GPH Sidoarjo,"-7.4720183,112.7289075",Taman,-7.4720183,112.7289075
Taman Hang Tuah,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Hang Tuah Daerah Khusus ibukota Jakarta,"-6.2348541,106.7973118",Taman,-6.2348541,106.7973118
Taman Heulang,Jawa Barat,Bogor,Taman Heulang Bogor,"-6.5693863,106.8020542",Taman,-6.5693863,106.8020542
Taman Hexagone,Jawa Tengah,Purwokerto,Taman Hexagone Purwokerto,"-7.4684651,109.3174123",Taman,-7.4684651,109.3174123
Taman Hollywood,Jawa Tengah,Magelang,Taman Hollywood Magelang,"-7.4791458,110.1816765",Taman,-7.4791458,110.1816765
TAMAN Hutan kota sumber,Jawa Barat,Kabupaten Cirebon,Jalan Sultan Agung,"-6.7578247,108.4817474",Taman,-6.7578247,108.4817474
Taman Impian Jaya Ancol,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jl Lodan Timur,"-6.1216034,106.8452834",Taman,-6.1216034,106.8452834
Taman Indah,Kepulauan Riau,Batam,Taman Indah Batam,"1.0502389,103.9649322",Taman,1.0502389,103.9649322
Taman Indonesia Kaya,Jawa Tengah,Kota Semarang,Jalan Menteri Supeno,"-6.9923516,110.4199972",Taman,-6.9923516,110.4199972
Taman Inetraktif Baturaya,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Inetraktif Baturaya Daerah Khusus ibukota Jakarta,"-6.2160041,106.8429691",Taman,-6.2160041,106.8429691
Taman Intan,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Intan Daerah Khusus ibukota Jakarta,"-6.1624152,106.8665313",Taman,-6.1624152,106.8665313
Taman Interaktif,DKI Jakarta,Jakarta Timur,Taman Interaktif Jakarta Timur,"-6.1819258,106.9417772",Taman,-6.1819258,106.9417772
Taman Interaktif Flamboyan,DKI Jakarta,Jakarta Timur,Taman Interaktif Flamboyan Jakarta Timur,"-6.3388833,106.8999718",Taman,-6.3388833,106.8999718
Taman Interaktif RW,DKI Jakarta,Jakarta Timur,Taman Interaktif RW  Jakarta Timur,"-6.2079504,106.8742233",Taman,-6.2079504,106.8742233
Taman Jajan Babe,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Jajan Babe Daerah Khusus ibukota Jakarta,"-6.3042268,106.8449226",Taman,-6.3042268,106.8449226
Taman jembatan kembar,Sulawesi Selatan,Sulawesi,Taman jembatan kembar Sulawesi,"-5.2128834,119.4540657",Taman,-5.2128834,119.4540657
Taman Jenggala,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Jenggala Daerah Khusus ibukota Jakarta,"-6.2309341,106.8019566",Taman,-6.2309341,106.8019566
Taman jhN Bermain,Jawa Barat,Kabupaten Cirebon,Jalan Sultan Agung,"-6.7580791,108.4798726",Taman,-6.7580791,108.4798726
Taman Jogging,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Raya Boulevard Blok GT,"-6.160135,106.903764",Taman,-6.160135,106.903764
Taman Joyo Kusumo,Jawa Tengah,Pati,Jalan Jenderal Achmad Yani,"-6.7392899,111.0249215",Taman,-6.7392899,111.0249215
Taman Juang,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Juang Daerah Khusus ibukota Jakarta,"-6.1796189,106.8052334",Taman,-6.1796189,106.8052334
Taman Justicia Fakultas Hukum UNS,Jawa Tengah,Surakarta,Taman Justicia Fakultas Hukum UNS Surakarta,"-7.5573872,110.8548032",Taman,-7.5573872,110.8548032
TAMAN KACA MAYANG,Riau,Pekanbaru,TAMAN KACA MAYANG Pekanbaru,"0.5135209,101.4482316",Taman,0.5135209,101.4482316
Taman Kadipaten,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Taman Kadipaten Kota Yogyakarta,"-7.8050847,110.3565327",Taman,-7.8050847,110.3565327
Taman Kaktus,DKI Jakarta,Jakarta Timur,Taman Kaktus Jakarta Timur,"-6.2993548,106.8965073",Taman,-6.2993548,106.8965073
Taman Kali Kadia Bende,Sulawesi Tenggara,Kendari,Taman Kali Kadia Bende Kendari,"-3.9844368,122.5200399",Taman,-3.9844368,122.5200399
Taman Kalimulya,Jawa Barat,Depok,Jalan Ar Ridho,"-6.4473106,106.8334002",Taman,-6.4473106,106.8334002
Taman Kalongan,Jawa Timur,Surabaya,Jl Taman Kalongan Krembangan Sel Krembangan Kota SBY Jawa Timur,"-7.2417225,112.7333857",Taman,-7.2417225,112.7333857
Taman Kanigoro,Jawa Timur,Blitar,Taman Kanigoro Blitar,"-8.1310873,112.218956",Taman,-8.1310873,112.218956
Taman Karawang,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Karawang Daerah Khusus ibukota Jakarta,"-6.2026065,106.8326996",Taman,-6.2026065,106.8326996
Taman Kawedanan Kaliwungu,Jawa Tengah,Kendal,Jalan Pungkuran,"-6.9620228,110.2530597",Taman,-6.9620228,110.2530597
Taman Kebonrojo,Jawa Timur,Blitar,Taman Kebonrojo Blitar,"-8.09616,112.1746017",Taman,-8.09616,112.1746017
Taman Kedondong,Jawa Tengah,Kota Semarang,Jalan Taman Kedondong,"-7.0052411,110.4421627",Taman,-7.0052411,110.4421627
Taman Kejaksaan,Sulawesi Tenggara,Kendari,Taman Kejaksaan Kendari,"-3.9768266,122.5130612",Taman,-3.9768266,122.5130612
Taman Kenangan,Sulawesi Utara,Tomohon,Jalan Pasiwuran,"1.3357985,124.8331609",Taman,1.3357985,124.8331609
Taman Kendari Beach,Sulawesi Tenggara,Kendari,Taman Kendari Beach Kendari,"-3.966824,122.558295",Pantai,-3.966824,122.558295
Taman Kendedes,Jawa Timur,Kota Malang,Taman Kendedes Kota Malang,"-7.9261188,112.6507845",Taman,-7.9261188,112.6507845
Taman Kenongo,Jawa Timur,Kabupaten Malang,Taman Kenongo Kabupaten Malang,"-7.9844375,112.7650604",Taman,-7.9844375,112.7650604
Taman Keprabon,Jawa Tengah,Surakarta,Taman Keprabon Surakarta,"-7.5655778,110.8262609",Taman,-7.5655778,110.8262609
Taman Kereta api,Jawa Tengah,Purwokerto,Taman Kereta api Purwokerto,"-7.4153454,109.2210507",Taman,-7.4153454,109.2210507
Taman Kereta Kuda Pati,Jawa Tengah,Kecamatan Pati,Jalan Raya Kudus  Pati,"-6.7518275,111.0256305",Taman,-6.7518275,111.0256305
Taman Kertha Gosa,Bali,Klungkung,Taman Kertha Gosa Klungkung,"-8.5355721,115.4033338",Taman,-8.5355721,115.4033338
Taman KITA,Sulawesi Selatan,Makassar,Taman KITA Makassar,"-5.1876945,119.4297269",Taman,-5.1876945,119.4297269
TAMAN KLEGO,Jawa Tengah,Boyolali,TAMAN KLEGO Boyolali,"-7.3547623,110.6931907",Taman,-7.3547623,110.6931907
Taman Kodo,Nusa Tenggara Barat,Bima,Taman Kodo Bima,"-8.492934,118.7858967",Taman,-8.492934,118.7858967
Taman Kodok,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Kodok Daerah Khusus ibukota Jakarta,"-6.1974665,106.8298632",Taman,-6.1974665,106.8298632
Taman Kombes Pol M Durayat,Jawa Timur,Surabaya,Jl Kombes Pol Moh Duryat,"-7.268389,112.7386828",Taman,-7.268389,112.7386828
taman komplek pt pas,DKI Jakarta,Daerah Khusus ibukota Jakarta,taman komplek pt pas Daerah Khusus ibukota Jakarta,"-6.2613078,106.8305575",Taman,-6.2613078,106.8305575
Taman Kompleks Perhubungan,DKI Jakarta,Jakarta Timur,Taman Kompleks Perhubungan Jakarta Timur,"-6.1999272,106.8996308",Taman,-6.1999272,106.8996308
Taman Korea,Jawa Timur,Surabaya,Jl Dr Soetomo No DR Soetomo Tegalsari,"-7.2832639,112.7360482",Taman,-7.2832639,112.7360482
Taman Kota,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Kota Daerah Khusus ibukota Jakarta,"-6.3058137,106.8324366",Taman,-6.3058137,106.8324366
Taman Kota Bagansiapiapi,Riau,Rokan Hilir,Taman Kota Bagansiapiapi Rokan Hilir,"2.1620262,100.8076123",Taman,2.1620262,100.8076123
Taman Kota Caruban,Jawa Timur,Madiun,Taman Kota Caruban Madiun,"-7.5485303,111.6556978",Taman,-7.5485303,111.6556978
Taman Kota Kalidoro,Jawa Tengah,Kecamatan Pati,Jalan Kembang Joyo,"-6.7488594,111.0466284",Taman,-6.7488594,111.0466284
Taman Kota Kaori,Nusa Tenggara Timur,Sumba Barat,Taman Kota Kaori Sumba Barat,"-9.6302824,119.4129356",Taman,-9.6302824,119.4129356
Taman Kota Klungkung,Bali,Klungkung,Jl Ahmad Yani,"-8.5251731,115.4018103",Taman,-8.5251731,115.4018103
taman kota pasir muncang,Jawa Barat,Haurpanggung,taman kota pasir muncang Haurpanggung,"-7.1942665,107.9063275",Taman,-7.1942665,107.9063275
Taman Kota Selong,Nusa Tenggara Barat,Lombok,Taman Kota Selong,"-8.6484438,116.5310597",Taman,-8.6484438,116.5310597
Taman Kota Tolitoli,Sulawesi Tengah,Tolitoli,Taman Kota Tolitoli Tolitoli,"1.0460089,120.8180181",Taman,1.0460089,120.8180181
TAMAN KOTA Unit II Banjar Agung,Lampung,Tulang Bawang,TAMAN KOTA Unit II Banjar Agung Tulang Bawang,"-4.2831797,105.2238254",Taman,-4.2831797,105.2238254
Taman Kota Winong Pati,Jawa Tengah,Kecamatan Pati,Jalan Jenderal Achmad Yani,"-6.7403259,111.0294774",Taman,-6.7403259,111.0294774
Taman Kuliner AlHakim,Banten,Tangerang Selatan,Taman Kuliner AlHakim Tangerang Selatan,"-6.3156678,106.6853933",Taman,-6.3156678,106.6853933
Taman Kuliner Desa Sanggung,Jawa Tengah,Sukoharjo,Taman Kuliner Desa Sanggung Sukoharjo,"-7.592104,110.7050183",Taman,-7.592104,110.7050183
Taman Kuliner Gajah Wongso,Daerah Istimewa Yogyakarta,Ngleri,Taman Kuliner Gajah Wongso Ngleri,"-7.9407964,110.5492355",Taman,-7.9407964,110.5492355
Taman Kuliner Pati,Jawa Tengah,Kecamatan Pati,Jalan Tunggul Wulung,"-6.748726,111.0275461",Taman,-6.748726,111.0275461
Taman Kumala,Sulawesi Selatan,Makassar,Taman Kumala Makassar,"-5.1736867,119.4173897",Taman,-5.1736867,119.4173897
Taman Kunang Kunang,Jawa Timur,Surabaya,Jl Penjaringan Tim Penjaringan Sari Rungkut Kota SBY Jawa Timur,"-7.3184351,112.7841022",Taman,-7.3184351,112.7841022
Taman KupuKupu Gita Persada,Lampung,Bandar Lampung,Taman KupuKupu Gita Persada Bandar Lampung,"-5.420489,105.1864568",Taman,-5.420489,105.1864568
Taman KupuKupu Unsoed,Jawa Tengah,Purwokerto,Taman KupuKupu Unsoed Purwokerto,"-7.4027398,109.2453589",Taman,-7.4027398,109.2453589
Taman Kurnia Djaya,Kepulauan Riau,Batam,Taman Kurnia Djaya Batam,"1.10513,104.07697",Taman,1.10513,104.07697
Taman Labirin Kebun Raya Banua,Kalimantan Selatan,Banjarbaru,Taman Labirin Kebun Raya Banua Banjarbaru,"-3.4838252,114.8194426",Taman,-3.4838252,114.8194426
Taman Laksana,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Laksana Daerah Khusus ibukota Jakarta,"-6.2381425,106.8159826",Taman,-6.2381425,106.8159826
Taman Lalu Lintas Ade Irma Suryani,Jawa Barat,Kota Bandung,Taman Lalu Lintas Ade Irma Suryani Kota Bandung,"-6.9112283,107.6134565",Taman,-6.9112283,107.6134565
Taman Lalu Lintas Merjosari,Jawa Timur,Kelurahan Merjosari,Taman Lalu Lintas Merjosari Kelurahan Merjosari,"-7.9453561,112.6026538",Taman,-7.9453561,112.6026538
Taman Lampion,Nusa Tenggara Timur,Kupang,Taman Lampion Kupang,"-10.1712498,123.6085493",Taman,-10.1712498,123.6085493
Taman Lansia,Jawa Barat,Kota Bandung,Jl Cisangkuy Citarum Bandung Wetan,"-6.9021355,107.6207895",Taman,-6.9021355,107.6207895
Taman Lapangan Batalion,Jawa Tengah,Kelurahan Sidanegara Kecamatan Cilacap,Taman Lapangan Batalion Kelurahan Sidanegara Kecamatan Cilacap,"-7.7266219,109.0119358",Taman,-7.7266219,109.0119358
taman lapangan sepakbola,Riau,Pekanbaru,taman lapangan sepakbola Pekanbaru,"0.4694804,101.3654266",Taman,0.4694804,101.3654266
Taman Laut Kolaka Pantai Ria Kolaka Cocoa City,Sulawesi Tenggara,Kolaka,Taman Laut Kolaka Pantai Ria Kolaka Cocoa City Kolaka,"-4.0535242,121.5876451",Pantai,-4.0535242,121.5876451
Taman Lawang,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Lawang Daerah Khusus ibukota Jakarta,"-6.2009394,106.8270668",Taman,-6.2009394,106.8270668
Taman Legenda Hang Tuah,Kepulauan Riau,Batam,Taman Legenda Hang Tuah Batam,"1.1064092,104.0582288",Taman,1.1064092,104.0582288
Taman Lembayung Senja,Jawa Tengah,Sukoharjo,Taman Lembayung Senja Sukoharjo,"-7.7542928,110.9120803",Taman,-7.7542928,110.9120803
Taman Lesti,Jawa Timur,Surabaya,Taman Lesti Surabaya,"-7.2906465,112.7303749",Taman,-7.2906465,112.7303749
Taman Lingkungan Tanah Tinggi,DKI Jakarta,Daerah Khusus ibukota Jakarta,Taman Lingkungan Tanah Tinggi Daerah Khusus ibukota Jakarta,"-6.1832272,106.8496537",Taman,-6.1832272,106.8496537
Taman Literasi UNS,Jawa Tengah,Surakarta,Taman Literasi UNS Surakarta,"-7.5589264,110.8562627",Taman,-7.5589264,110.8562627
Taman Lokomotif,Jawa Timur,Bojonegoro,Taman Lokomotif Bojonegoro,"-7.1525626,111.883934",Taman,-7.1525626,111.883934
Taman Love PTBA,Sumatera Selatan,Muara Enim,Taman Love PTBA Muara Enim,"-3.7550995,103.792249",Taman,-3.7550995,103.792249
Taman Lumbini,Jawa Tengah,Magelang,Taman Lumbini Magelang,"-7.6069572,110.2063572",Taman,-7.6069572,110.2063572
Taman Lumumba,Jawa Timur,Surabaya,Taman Lumumba Surabaya,"-7.3000667,112.7402415",Taman,-7.3000667,112.7402415
Taman Macan,Sulawesi Selatan,Makassar,Taman Macan Makassar,"-5.135779,119.4077987",Taman,-5.135779,119.4077987
Taman Macan Makassar,Sulawesi Selatan,Makassar,Jl Sultan Hasanuddin Bulo Gading Ujung Pandang Kota Makassar Sulawesi Selatan,"-5.1357494,119.4072011",Taman,-5.1357494,119.4072011
Taman Madndala Wisata,Jawa Tengah,Wonosobo,Jalan Raya Kertek,"-7.367001,109.9248911",Taman,-7.367001,109.9248911
Taman Mahoni,DKI Jakarta,Jakarta Timur,Taman Mahoni Jakarta Timur,"-6.3398707,106.8745394",Taman,-6.3398707,106.8745394
TAMAN MAKAM BAHAGIA,Riau,Pekanbaru,TAMAN MAKAM BAHAGIA Pekanbaru,"0.453719,101.4584875",Taman,0.453719,101.4584875
Taman Makam Pahlawan,Sumatera Barat,Bukittinggi,Taman Makam Pahlawan Bukittinggi,"-0.2838984,100.3693161",Taman,-0.2838984,100.3693161
Taman Makam Pahlawan Giri Tunggal,Jawa Tengah,Kota Semarang,Taman Makam Pahlawan Giri Tunggal Kota Semarang,"-6.996922,110.4208076",Taman,-6.996922,110.4208076
TAMAN MAKAM PAHLAWAN KERJA,Riau,Pekanbaru,TAMAN MAKAM PAHLAWAN KERJA Pekanbaru,"0.463136,101.4541433",Taman,0.463136,101.4541433
TAMAN MAKAM PAHLAWAN LOLONG,Sumatera Barat,Padang,TAMAN MAKAM PAHLAWAN LOLONG Padang,"-0.9200229,100.3499739",Taman,-0.9200229,100.3499739
Taman Makam Pahlawan Manalo Maro Juang,Kalimantan Barat,Kapuas Hulu,Taman Makam Pahlawan Manalo Maro Juang Kapuas Hulu,"0.8851391,112.9250142",Taman,0.8851391,112.9250142
Taman Makam Pahlawan Mangottong,Sulawesi Selatan,Sulawesi,Taman Makam Pahlawan Mangottong Sulawesi,"-5.1419405,120.2416877",Taman,-5.1419405,120.2416877
